Cust_id,Inception_Date,Current_status,Duration,Acquisition_cost,Total_tran_6m,Total_tran_12m,Total_tran_18m,Avg_Tran_6m,Avg_Tran_12m,Avg_Tran_18m,Status,gender,age,marital_status,emp_status,no_of_dep,FS_code,no_complaints,only_promo_buyer_flg,value_cust_lvl,high_freq_cust_flg
1644,24-Dec-08,N,22,84,241,45,429,78,163,59,1,2,3,1,1,1,3,19,1,3,1
1355,26-Dec-08,N,26,85,479,21,520,145,164,87,0,2,4,1,1,3,1,10,1,1,2
1040,27-Dec-08,N,36,70,284,684,706,55,59,61,0,2,2,1,3,4,1,16,2,3,2
1747,27-Dec-08,Y,9,87,263,825,269,174,143,105,1,2,4,1,1,3,2,9,2,3,1
1423,1-Jan-09,N,19,58,144,811,607,156,109,157,1,1,4,1,1,1,2,24,2,3,1
1411,2-Jan-09,N,12,83,265,232,869,118,182,125,1,2,5,1,1,4,2,11,2,3,1
1707,2-Jan-09,Y,18,103,454,197,44,158,111,98,1,2,3,1,1,3,1,23,1,1,1
1469,5-Jan-09,Y,20,87,71,261,546,196,188,70,1,2,4,1,1,4,3,12,2,2,1
1050,6-Jan-09,N,20,76,79,798,205,94,141,82,1,1,3,1,1,1,1,8,1,3,1
1837,13-Jan-09,Y,18,55,40,93,253,147,104,97,1,1,4,1,1,4,2,27,2,3,1
1742,16-Jan-09,Y,13,116,218,580,680,105,151,78,1,2,4,1,1,4,2,28,2,2,1
1660,18-Jan-09,Y,29,58,244,863,838,152,119,152,0,2,3,1,2,3,3,18,2,1,2
1083,29-Jan-09,Y,8,137,93,852,529,54,167,188,1,1,4,1,1,4,3,12,2,2,1
1099,29-Jan-09,Y,24,110,65,2,928,67,102,95,1,2,4,1,1,4,1,18,1,3,1
1888,30-Jan-09,Y,9,107,341,192,43,160,67,158,1,1,4,1,1,4,2,13,2,3,1
1823,31-Jan-09,N,18,68,375,46,732,55,195,156,1,1,5,1,1,2,3,14,1,1,1
1611,2-Feb-09,Y,28,105,446,502,30,51,84,75,0,2,2,1,2,2,3,17,1,1,1
1413,6-Feb-09,N,34,108,82,616,138,62,114,135,0,2,4,1,1,3,1,20,2,3,1
1757,9-Feb-09,N,14,119,226,945,178,80,81,169,1,2,4,1,1,1,3,25,2,1,1
1976,10-Feb-09,N,6,114,311,383,279,87,200,103,1,2,4,1,1,1,2,9,1,2,1
1177,11-Feb-09,Y,12,76,147,56,23,107,164,54,1,1,5,1,1,2,3,12,1,1,1
1937,16-Feb-09,N,33,128,235,738,274,186,161,161,0,1,2,1,3,4,1,2,1,1,1
1533,18-Feb-09,N,17,123,326,783,352,167,105,91,1,1,4,1,1,1,2,19,1,1,1
1518,20-Feb-09,Y,23,133,287,348,976,157,109,170,1,2,4,1,1,2,2,13,1,2,1
1953,23-Feb-09,Y,21,117,257,778,780,76,116,64,1,2,3,1,1,2,1,20,2,3,1
1605,26-Feb-09,N,9,115,354,45,810,139,101,129,1,2,4,1,1,1,1,12,1,2,1
1598,2-Mar-09,Y,7,132,340,314,983,200,102,58,1,2,5,1,1,2,3,25,2,1,1
1632,2-Mar-09,N,29,84,123,768,815,91,173,186,0,2,1,1,3,2,3,11,1,3,2
1623,6-Mar-09,N,23,98,361,757,231,77,169,112,1,2,5,1,1,2,3,28,2,3,1
1940,7-Mar-09,N,14,76,426,871,471,166,192,84,1,1,3,1,1,4,2,7,1,1,1
1646,17-Mar-09,Y,19,131,187,41,738,124,107,149,1,2,4,1,1,1,3,6,1,3,1
1982,18-Mar-09,Y,15,120,332,119,37,118,151,182,1,1,4,1,1,2,3,14,2,3,1
1291,22-Mar-09,N,18,143,11,588,591,200,61,115,1,1,3,1,1,4,2,27,1,1,1
1249,25-Mar-09,Y,12,99,241,198,842,91,85,188,1,2,3,1,1,3,2,6,1,3,1
1890,26-Mar-09,Y,33,126,259,55,737,134,122,200,0,2,3,1,1,2,1,19,1,2,2
1015,29-Mar-09,N,22,64,496,948,38,119,93,180,1,2,4,1,1,3,2,30,1,3,1
1440,29-Mar-09,Y,20,135,174,397,439,189,180,127,1,2,5,1,1,4,2,20,2,1,1
1958,5-Apr-09,Y,29,142,246,870,27,177,199,163,0,1,1,1,2,4,3,5,2,2,2
1431,7-Apr-09,Y,22,90,391,547,845,93,196,68,1,1,4,1,1,4,3,16,1,3,1
1140,10-Apr-09,Y,11,105,474,7,254,63,122,102,1,1,4,1,1,4,1,21,1,1,1
1547,23-Apr-09,N,8,125,259,519,630,133,65,175,1,1,4,1,1,1,2,22,2,1,1
1637,23-Apr-09,N,6,71,61,586,941,146,59,117,1,1,3,1,1,4,3,12,1,3,1
1704,25-Apr-09,N,20,94,184,552,936,193,82,87,1,2,4,1,1,2,3,21,1,3,1
1944,28-Apr-09,Y,10,118,241,806,748,170,169,94,1,2,4,1,1,3,2,10,1,2,1
1748,1-May-09,N,17,131,142,932,497,88,119,103,1,1,4,1,1,1,2,10,1,1,1
1939,5-May-09,N,6,86,388,744,929,50,194,99,1,1,3,1,1,1,2,7,1,2,1
1387,6-May-09,N,20,68,237,821,239,145,185,106,1,2,4,1,1,3,3,27,1,3,1
1484,6-May-09,Y,24,128,217,900,530,75,59,119,1,1,4,1,1,1,3,12,1,2,1
1995,8-May-09,Y,6,83,64,126,324,136,133,87,1,2,4,1,1,4,3,12,2,1,1
1082,10-May-09,N,33,126,225,310,860,136,135,87,0,1,3,1,3,3,3,27,1,3,2
1858,10-May-09,Y,24,82,211,566,133,130,143,119,1,1,4,1,1,3,3,18,2,1,1
1039,12-May-09,N,33,78,423,957,901,188,60,110,0,2,1,1,3,4,3,8,1,2,2
1948,15-May-09,N,13,68,68,460,729,123,97,187,1,1,4,1,1,1,3,25,1,2,1
1959,16-May-09,Y,15,98,479,535,324,164,89,134,1,1,3,1,1,4,3,23,1,2,1
1175,18-May-09,N,29,146,361,388,366,146,51,166,0,1,4,1,3,4,2,0,1,3,2
1542,20-May-09,Y,15,112,405,184,225,130,151,52,1,2,4,1,1,2,3,17,2,1,1
1716,21-May-09,Y,17,129,382,262,458,127,116,130,1,2,4,1,1,3,1,26,2,1,1
1846,22-May-09,Y,33,131,41,352,390,131,171,143,0,2,3,1,1,4,2,11,2,3,2
1609,25-May-09,Y,19,93,54,290,732,100,66,169,1,1,4,1,1,3,1,23,2,3,1
1113,26-May-09,N,29,137,395,348,120,144,57,183,0,1,2,1,3,2,1,26,1,3,2
1282,31-May-09,N,9,59,11,439,487,64,187,115,1,2,4,1,1,4,2,22,1,1,1
1647,1-Jun-09,Y,10,133,160,587,128,65,99,130,1,1,4,1,1,4,3,9,2,2,1
1577,5-Jun-09,Y,9,90,288,895,418,79,189,182,1,2,4,1,1,4,2,11,2,2,1
1161,6-Jun-09,N,21,92,121,921,584,84,109,87,1,2,4,1,1,3,2,26,1,1,1
1237,6-Jun-09,Y,32,131,316,2,585,120,64,83,0,1,4,1,1,2,1,14,1,2,1
1795,20-Jun-09,Y,26,91,126,654,791,183,75,67,0,1,1,1,3,2,1,29,1,1,1
1068,21-Jun-09,N,32,93,267,745,249,107,132,160,0,2,3,1,2,3,1,21,1,1,1
1624,21-Jun-09,N,15,70,232,249,653,75,190,174,1,2,4,1,1,1,1,14,2,1,1
1973,25-Jun-09,Y,7,58,331,631,59,66,153,149,1,2,5,1,1,2,3,25,2,1,1
1052,28-Jun-09,Y,6,108,88,594,355,136,109,82,1,2,4,1,1,2,2,12,1,3,1
1194,1-Jul-09,N,6,78,15,192,765,120,96,78,1,1,5,1,1,4,2,7,1,3,1
1696,5-Jul-09,N,34,133,162,737,690,85,63,141,0,2,5,1,3,1,2,2,2,2,1
1921,5-Jul-09,Y,13,61,143,675,215,66,110,101,1,2,5,1,1,4,1,12,1,1,1
1843,11-Jul-09,N,36,107,212,6,721,188,78,159,0,1,5,1,2,2,3,0,2,2,1
1057,12-Jul-09,Y,23,53,54,14,403,193,63,156,1,2,3,1,1,4,2,24,1,3,1
1179,12-Jul-09,N,29,135,207,404,517,145,172,177,0,2,1,1,3,2,1,25,2,3,1
1852,13-Jul-09,N,21,89,354,697,142,98,57,167,1,1,5,1,1,2,1,13,1,1,1
1365,15-Jul-09,Y,20,124,429,887,315,108,116,103,1,2,3,1,1,2,3,24,2,2,1
1816,16-Jul-09,N,12,55,432,919,452,93,155,122,1,2,4,1,1,2,1,29,2,3,1
1186,17-Jul-09,Y,16,81,450,11,166,116,180,61,1,2,4,1,1,4,2,12,2,2,1
1452,17-Jul-09,Y,36,133,243,338,487,190,67,72,0,2,5,1,1,3,2,26,2,2,2
1401,18-Jul-09,N,22,50,383,219,841,158,200,57,1,2,4,1,1,1,3,12,2,1,1
1788,20-Jul-09,Y,27,135,445,389,312,91,146,113,0,2,1,1,3,1,1,12,2,3,2
1334,21-Jul-09,Y,12,84,173,660,601,82,94,185,1,1,3,1,1,4,3,20,1,2,1
1122,22-Jul-09,N,10,106,369,807,693,134,75,188,1,1,4,1,1,1,3,12,2,3,1
1960,22-Jul-09,Y,36,64,122,287,233,98,176,86,0,2,3,1,3,3,3,19,2,2,2
1409,23-Jul-09,N,14,120,297,320,240,137,167,50,1,2,3,1,1,3,3,16,1,2,1
1013,24-Jul-09,Y,33,128,397,495,162,59,86,80,0,2,4,1,1,1,2,17,2,2,1
1214,28-Jul-09,Y,21,62,106,259,851,152,79,169,1,2,5,1,1,1,3,12,2,2,1
1633,10-Aug-09,Y,32,62,217,502,36,77,101,140,0,2,3,1,2,4,3,0,1,1,2
1288,12-Aug-09,Y,19,88,199,646,301,146,140,171,1,2,3,1,1,2,2,24,2,2,1
1568,13-Aug-09,Y,19,58,285,275,518,108,131,65,1,1,4,1,1,1,3,11,1,2,1
1510,14-Aug-09,Y,12,87,215,545,783,131,150,175,1,2,4,1,1,2,1,26,2,2,1
1238,17-Aug-09,Y,26,100,469,722,91,109,114,76,0,1,4,1,2,1,3,5,1,3,2
1678,21-Aug-09,Y,14,89,167,815,940,116,169,183,1,1,4,1,1,3,3,17,2,2,1
1019,28-Aug-09,N,31,134,98,456,673,136,54,132,0,2,1,1,3,3,1,3,2,1,2
1260,30-Aug-09,Y,31,140,216,673,395,86,86,124,0,1,4,1,2,1,2,3,2,1,2
1630,2-Sep-09,Y,12,81,364,597,19,199,172,158,1,1,4,1,1,4,3,30,2,1,1
1098,3-Sep-09,N,30,79,274,642,627,159,186,84,0,1,3,1,3,4,2,17,1,3,1
1144,9-Sep-09,Y,36,125,234,991,302,172,116,185,0,1,3,1,3,1,2,26,1,3,1
1422,10-Sep-09,N,24,134,425,556,310,187,110,195,1,1,3,1,1,3,2,11,1,3,1
1857,11-Sep-09,N,7,147,452,214,948,122,164,180,1,1,5,1,1,4,3,27,1,2,1
1895,11-Sep-09,Y,12,142,408,660,387,132,131,158,1,1,4,1,1,3,3,16,1,3,1
1991,11-Sep-09,N,9,83,83,622,782,77,196,85,1,2,3,1,1,1,3,18,2,3,1
1511,16-Sep-09,Y,24,76,422,299,752,169,72,66,1,2,4,1,1,1,2,11,1,3,1
1640,17-Sep-09,Y,33,148,12,346,334,196,188,189,0,2,2,1,3,3,3,3,1,2,1
1497,18-Sep-09,N,27,133,92,772,608,58,179,86,0,2,3,1,3,2,2,24,1,3,1
1558,22-Sep-09,N,6,125,203,379,366,129,101,59,1,1,4,1,1,3,3,16,1,2,1
1315,23-Sep-09,N,21,88,174,527,942,94,90,118,1,2,5,1,1,3,1,15,1,2,1
1319,26-Sep-09,N,28,89,335,188,342,186,150,59,0,1,2,1,3,3,1,17,2,1,2
1617,4-Oct-09,N,23,55,155,338,735,138,160,134,1,2,5,1,1,2,2,9,2,3,1
1706,7-Oct-09,N,7,131,482,388,478,141,52,65,1,2,4,1,1,1,2,28,1,2,1
1071,8-Oct-09,N,14,125,133,541,205,135,57,199,1,1,4,1,1,3,3,25,2,1,1
1089,8-Oct-09,Y,34,93,69,609,864,64,119,137,0,1,5,1,3,1,1,24,1,2,2
1454,10-Oct-09,Y,18,51,143,56,649,113,79,137,1,1,5,1,1,2,1,18,2,3,1
1370,16-Oct-09,N,20,52,1,494,427,132,69,83,1,2,4,1,1,4,3,20,1,3,1
1981,18-Oct-09,Y,26,102,393,268,274,169,59,133,0,1,2,1,3,3,3,10,1,1,2
1336,22-Oct-09,Y,10,137,347,303,705,101,142,78,1,1,4,1,1,4,3,12,1,1,1
1199,23-Oct-09,N,17,107,136,985,233,85,179,50,1,2,4,1,1,1,2,12,1,3,1
1506,25-Oct-09,Y,9,98,421,906,645,62,78,147,1,2,4,1,1,4,1,12,1,2,1
1022,29-Oct-09,Y,14,110,492,475,180,57,181,139,1,2,4,1,1,2,3,23,2,3,1
1485,31-Oct-09,Y,27,91,103,699,672,160,113,114,0,2,3,1,3,3,3,28,2,1,1
1946,31-Oct-09,Y,23,82,95,244,272,157,170,111,1,2,3,1,1,3,2,18,2,1,1
1996,31-Oct-09,Y,21,53,74,170,155,55,194,122,1,1,3,1,1,4,1,8,1,2,1
1783,4-Nov-09,Y,22,119,160,865,612,110,193,84,1,2,4,1,1,4,3,8,1,3,1
1818,5-Nov-09,Y,27,110,368,996,845,181,141,199,0,1,1,1,2,1,2,25,2,3,1
1745,6-Nov-09,N,21,150,379,186,912,137,57,141,1,2,4,1,1,3,3,12,2,1,1
1776,11-Nov-09,Y,22,66,44,499,142,84,153,154,1,2,4,1,1,4,2,26,1,3,1
1631,17-Nov-09,N,34,60,410,674,562,155,171,155,0,2,3,1,1,2,2,19,1,3,1
1148,22-Nov-09,Y,17,127,225,28,495,76,76,50,1,1,4,1,1,2,3,21,2,2,1
1933,29-Nov-09,Y,8,75,214,954,778,178,103,67,1,2,4,1,1,4,3,12,2,3,1
1135,5-Dec-09,N,9,102,402,778,656,158,132,115,1,2,4,1,1,2,3,22,1,3,1
1635,8-Dec-09,Y,12,65,290,712,631,98,72,99,1,1,4,1,1,3,3,12,1,3,1
1793,12-Dec-09,N,32,127,238,962,459,164,93,120,0,2,4,1,3,3,1,25,1,1,2
1185,15-Dec-09,N,12,74,442,654,980,97,126,102,1,1,3,1,1,2,3,21,2,1,1
1176,16-Dec-09,Y,13,99,142,283,166,164,120,111,1,1,4,1,1,1,2,12,1,3,1
1360,16-Dec-09,Y,34,77,144,652,21,86,136,68,0,1,5,1,3,1,1,21,1,3,2
1559,17-Dec-09,Y,29,134,101,140,729,113,132,70,0,2,1,1,2,1,1,26,2,2,1
1374,19-Dec-09,N,12,76,368,423,280,151,163,88,1,2,4,1,1,4,1,19,1,3,1
1026,24-Dec-09,N,29,93,253,37,739,57,199,115,0,2,5,1,3,3,2,30,1,2,2
1666,24-Dec-09,Y,18,115,31,190,107,115,140,173,1,1,3,1,1,3,2,12,1,1,1
1272,26-Dec-09,N,8,64,302,778,169,126,87,147,1,2,4,1,1,1,2,20,2,3,1
1265,5-Jan-10,N,29,122,37,719,482,97,78,161,0,2,5,1,2,2,2,14,1,1,1
1023,6-Jan-10,Y,14,68,74,979,390,67,199,151,1,2,5,1,1,1,1,30,1,3,1
1530,6-Jan-10,N,19,78,11,722,960,167,94,127,1,2,4,1,1,4,2,7,2,3,1
1307,7-Jan-10,Y,18,101,330,189,888,194,80,139,1,2,4,1,1,4,1,12,1,3,1
1552,7-Jan-10,N,33,91,188,681,594,54,68,86,0,1,4,1,1,3,2,15,2,3,1
1618,7-Jan-10,Y,6,108,47,680,165,113,84,77,1,2,5,1,1,3,2,12,2,2,1
1553,9-Jan-10,Y,35,66,341,408,46,138,146,179,0,2,5,1,2,2,2,14,2,3,1
1342,13-Jan-10,N,15,117,489,176,399,170,129,176,1,2,5,1,1,3,3,16,2,1,1
1862,13-Jan-10,N,25,63,476,795,462,157,116,118,0,1,1,1,3,3,3,9,1,1,2
1513,14-Jan-10,Y,36,130,477,805,673,166,73,63,0,2,5,1,2,4,2,26,1,3,2
1604,17-Jan-10,Y,26,123,433,944,314,168,86,79,0,1,2,1,1,3,1,10,2,3,2
1434,22-Jan-10,Y,18,62,113,369,288,81,74,62,1,1,5,1,1,3,3,12,1,2,1
1514,25-Jan-10,Y,36,83,22,895,513,77,194,87,0,2,3,1,1,1,1,22,1,1,2
1397,27-Jan-10,Y,9,54,193,177,117,76,131,138,1,1,3,1,1,2,2,12,1,1,1
1081,30-Jan-10,Y,19,131,179,563,462,140,98,155,1,2,4,1,1,4,2,12,2,3,1
1952,30-Jan-10,Y,27,51,118,965,228,72,194,132,0,2,3,1,3,1,2,8,2,3,2
1842,4-Feb-10,N,11,100,456,183,116,108,186,172,1,2,4,1,1,4,3,6,2,2,1
1682,9-Feb-10,N,36,60,102,63,655,77,102,179,0,2,1,1,1,3,3,15,1,1,1
1861,9-Feb-10,Y,30,56,367,368,27,126,183,142,0,2,1,1,1,4,3,6,2,1,1
1203,12-Feb-10,N,34,91,45,516,224,64,112,107,0,1,2,1,1,3,2,13,2,1,1
1868,12-Feb-10,N,17,105,216,207,131,187,165,133,1,1,5,1,1,4,2,20,1,2,1
1386,16-Feb-10,Y,31,110,24,617,940,73,81,196,0,1,4,1,2,4,2,20,1,2,1
1808,17-Feb-10,Y,29,74,66,866,434,124,56,92,0,1,5,1,1,4,3,23,1,2,1
1274,20-Feb-10,N,17,108,130,559,310,182,175,105,1,2,5,1,1,2,1,27,1,2,1
1236,24-Feb-10,Y,32,52,44,757,665,105,144,111,0,2,2,1,2,2,1,22,2,1,2
1123,1-Mar-10,Y,11,60,194,520,123,80,100,104,1,2,4,1,1,1,3,12,2,3,1
1183,4-Mar-10,Y,11,69,338,694,334,153,190,185,1,1,4,1,1,2,2,26,1,1,1
1383,5-Mar-10,N,21,86,82,486,987,116,193,106,1,2,4,1,1,1,1,27,2,2,1
1362,7-Mar-10,N,12,114,132,117,132,96,174,125,1,1,4,1,1,3,1,27,2,1,1
1838,8-Mar-10,Y,13,93,109,939,537,198,121,94,1,1,3,1,1,3,2,23,2,1,1
1988,10-Mar-10,Y,19,51,282,885,53,148,116,82,1,1,4,1,1,3,1,12,2,2,1
1989,10-Mar-10,N,27,104,7,356,859,105,64,84,0,1,1,1,2,4,1,6,2,2,2
1820,11-Mar-10,Y,25,103,478,276,427,192,97,72,0,2,5,1,3,2,1,6,1,3,1
1420,15-Mar-10,Y,20,150,58,98,299,200,130,67,1,2,4,1,1,3,2,12,2,3,1
1972,15-Mar-10,N,29,115,111,774,343,118,89,53,0,2,4,1,1,2,1,4,2,3,1
1323,16-Mar-10,N,17,146,102,255,483,131,75,95,1,1,4,1,1,3,2,20,1,1,1
1501,22-Mar-10,N,14,133,249,902,860,113,190,142,1,1,3,1,1,3,1,11,1,3,1
1540,22-Mar-10,N,6,66,201,803,46,174,95,176,1,2,5,1,1,4,3,29,1,2,1
1154,26-Mar-10,N,35,107,222,311,171,55,75,165,0,2,3,1,3,2,1,10,2,1,2
1889,2-Apr-10,N,16,108,495,744,780,113,177,123,1,1,3,1,1,3,1,20,2,1,1
1170,3-Apr-10,Y,12,133,306,954,585,135,53,129,1,2,5,1,1,2,3,8,2,1,1
1245,3-Apr-10,N,25,93,281,270,432,135,154,55,0,1,4,1,2,4,3,21,2,2,2
1610,7-Apr-10,Y,8,100,498,296,978,136,116,114,1,1,4,1,1,2,1,8,2,1,1
1723,9-Apr-10,Y,6,89,302,686,651,121,68,140,1,1,5,1,1,2,1,12,1,1,1
1928,9-Apr-10,N,17,147,256,710,917,99,129,162,1,2,4,1,1,3,1,12,1,3,1
1477,16-Apr-10,N,25,143,313,381,184,107,191,192,0,1,5,1,1,1,2,27,2,2,2
1201,23-Apr-10,N,36,101,406,637,750,148,137,107,0,2,5,1,1,3,2,14,1,1,1
1074,29-Apr-10,N,16,130,482,320,586,149,107,115,1,1,4,1,1,1,1,21,1,2,1
1905,2-May-10,Y,31,90,414,108,529,61,108,94,0,1,3,1,3,4,3,15,1,1,1
1732,3-May-10,Y,20,134,194,351,175,166,140,198,1,2,4,1,1,4,3,19,2,2,1
1394,8-May-10,Y,20,150,317,622,630,157,93,91,1,1,4,1,1,2,1,12,1,3,1
1735,8-May-10,Y,36,125,312,810,196,157,129,109,0,1,1,1,1,2,3,26,1,2,2
1463,11-May-10,Y,34,120,387,157,164,156,71,200,0,1,1,1,2,3,3,30,2,2,1
1875,16-May-10,N,11,148,24,753,197,191,137,80,1,1,3,1,1,1,2,7,1,3,1
1476,22-May-10,N,34,52,122,719,101,198,135,107,0,2,2,1,1,3,1,17,1,3,2
1400,24-May-10,Y,34,148,29,472,130,67,107,169,0,1,1,1,1,1,3,27,2,1,2
1014,27-May-10,N,20,82,133,844,473,157,158,85,1,2,4,1,1,1,2,24,1,2,1
1936,29-May-10,N,34,91,90,108,7,184,103,69,0,1,5,1,3,2,3,19,1,3,2
1897,1-Jun-10,Y,35,67,300,439,773,137,53,153,0,1,4,1,3,1,2,15,1,2,2
1124,5-Jun-10,N,8,82,225,832,668,91,183,63,1,1,5,1,1,3,2,12,1,1,1
1412,23-Jun-10,Y,30,140,346,753,673,168,162,53,0,1,1,1,2,2,2,24,2,3,1
1479,23-Jun-10,Y,25,59,397,945,751,172,153,132,0,1,2,1,1,3,3,5,2,3,1
1969,27-Jun-10,N,35,142,212,283,565,164,83,117,0,2,4,1,2,4,1,15,2,3,2
1025,28-Jun-10,Y,9,149,386,108,769,52,145,193,1,2,5,1,1,2,1,16,2,3,1
1613,28-Jun-10,N,7,118,68,907,298,72,114,163,1,2,4,1,1,1,3,12,1,1,1
1851,30-Jun-10,N,7,145,497,623,942,120,147,133,1,2,5,1,1,2,3,26,2,1,1
1963,3-Jul-10,N,27,146,108,124,902,179,71,81,0,1,1,1,1,3,2,0,2,3,1
1106,7-Jul-10,Y,19,91,486,982,39,189,127,92,1,2,3,1,1,4,2,23,2,1,1
1162,7-Jul-10,Y,6,95,438,583,295,55,67,86,1,2,4,1,1,3,2,19,1,2,1
1002,11-Jul-10,N,12,150,161,91,598,187,158,96,1,2,4,1,1,3,3,24,2,3,1
1829,11-Jul-10,Y,20,60,40,825,921,103,171,181,1,2,4,1,1,1,2,21,1,1,1
1975,15-Jul-10,N,26,107,328,177,131,93,186,95,0,2,5,1,2,1,1,25,1,2,2
1229,16-Jul-10,Y,16,91,323,818,163,75,114,176,1,1,3,1,1,4,3,25,2,3,1
1896,17-Jul-10,N,24,50,417,166,29,181,55,176,1,2,5,1,1,4,2,17,2,1,1
1174,19-Jul-10,Y,10,94,368,552,554,137,98,144,1,2,4,1,1,2,2,21,2,1,1
1405,20-Jul-10,Y,22,60,8,441,507,177,56,99,1,2,5,1,1,3,3,13,2,3,1
1045,22-Jul-10,N,13,83,80,132,967,177,101,128,1,2,4,1,1,3,1,24,2,1,1
1070,22-Jul-10,Y,9,76,113,752,777,155,143,70,1,1,4,1,1,4,2,20,2,2,1
1439,22-Jul-10,N,29,68,131,39,685,106,152,158,0,1,5,1,1,1,3,8,2,2,2
1266,23-Jul-10,Y,34,71,271,188,560,109,189,100,0,2,3,1,2,3,1,9,2,3,2
1616,24-Jul-10,N,6,79,432,993,907,65,77,61,1,1,4,1,1,1,1,11,1,2,1
1710,24-Jul-10,N,17,99,497,359,150,139,148,156,1,2,4,1,1,3,2,9,1,1,1
1204,28-Jul-10,Y,30,95,249,633,897,123,174,187,0,2,5,1,3,2,2,18,1,2,2
1570,29-Jul-10,N,26,120,202,204,466,189,175,157,0,2,3,1,2,2,3,23,2,1,2
1156,2-Aug-10,N,21,123,479,465,567,74,156,159,1,2,4,1,1,4,2,9,1,3,1
1193,8-Aug-10,N,35,50,156,642,562,94,105,71,0,1,3,1,3,4,3,7,1,2,2
1528,14-Aug-10,N,16,138,128,19,440,89,142,152,1,1,4,1,1,3,2,23,2,3,1
1762,14-Aug-10,Y,9,59,199,7,826,110,101,176,1,2,4,1,1,3,1,15,1,1,1
1324,18-Aug-10,Y,13,128,31,871,433,186,85,151,1,2,3,1,1,3,1,13,2,3,1
1325,21-Aug-10,Y,30,56,424,954,135,122,147,165,0,1,5,1,3,2,3,19,2,3,2
1806,24-Aug-10,N,8,98,484,828,91,178,178,62,1,2,3,1,1,3,1,24,2,1,1
1830,24-Aug-10,Y,29,71,212,750,140,199,123,62,0,1,3,1,1,3,2,15,1,1,2
1930,27-Aug-10,N,13,50,216,418,711,181,168,200,1,2,4,1,1,1,2,30,1,1,1
1879,1-Sep-10,Y,27,132,141,95,369,185,174,198,0,2,3,1,3,3,1,4,1,2,2
1182,5-Sep-10,N,22,70,15,695,234,135,143,74,1,1,5,1,1,3,3,29,1,3,1
1848,5-Sep-10,Y,16,83,47,885,107,91,56,68,1,1,4,1,1,3,3,16,2,1,1
1687,6-Sep-10,Y,9,144,264,604,814,77,197,173,1,1,3,1,1,1,2,12,1,3,1
1264,10-Sep-10,N,19,75,415,828,438,73,183,163,1,2,3,1,1,2,1,30,2,2,1
1931,13-Sep-10,N,16,134,286,382,422,71,200,196,1,1,4,1,1,2,3,8,1,3,1
1133,14-Sep-10,Y,14,93,437,797,748,147,199,109,1,2,4,1,1,4,2,27,1,3,1
1149,22-Sep-10,Y,10,121,264,321,969,147,137,106,1,2,4,1,1,4,3,12,2,2,1
1847,25-Sep-10,Y,17,87,90,772,930,196,200,134,1,1,3,1,1,3,1,28,1,3,1
1126,2-Oct-10,N,15,131,15,965,445,117,176,132,1,2,4,1,1,3,1,28,2,2,1
1986,4-Oct-10,Y,33,140,345,87,412,51,185,105,0,2,5,1,1,4,2,8,2,1,2
1728,6-Oct-10,Y,19,116,241,349,52,167,95,181,1,1,3,1,1,3,3,9,1,2,1
1781,16-Oct-10,Y,34,144,122,273,523,82,125,161,0,1,2,1,1,3,2,16,1,3,1
1557,17-Oct-10,N,27,58,17,522,335,166,129,165,0,2,5,1,1,3,3,16,2,2,2
1189,18-Oct-10,N,26,89,197,209,33,187,158,122,0,2,4,1,2,4,1,21,2,2,2
1945,20-Oct-10,Y,8,96,416,775,11,180,126,80,1,1,5,1,1,4,1,12,1,3,1
1915,30-Oct-10,N,25,66,456,780,644,152,115,112,0,1,3,1,1,2,3,10,1,3,1
1589,31-Oct-10,Y,9,73,243,91,419,179,88,86,1,1,4,1,1,4,3,29,2,3,1
1592,31-Oct-10,N,15,106,176,216,139,189,157,165,1,2,4,1,1,4,3,17,1,2,1
1309,3-Nov-10,N,6,149,488,720,733,102,151,92,1,1,4,1,1,4,2,28,1,1,1
1326,5-Nov-10,N,10,99,487,314,322,99,147,158,1,1,3,1,1,2,3,7,2,3,1
1418,5-Nov-10,Y,18,83,388,75,262,128,142,199,1,1,5,1,1,1,3,12,2,2,1
1956,5-Nov-10,N,30,110,312,311,557,183,96,164,0,1,1,1,2,3,1,6,2,2,2
1774,6-Nov-10,Y,31,98,250,308,372,84,78,80,0,2,1,1,2,4,3,28,1,1,1
1965,6-Nov-10,Y,31,124,274,955,759,105,175,69,0,1,5,1,3,2,1,5,2,3,2
1407,10-Nov-10,N,23,98,340,750,417,128,188,112,1,2,5,1,1,2,3,14,1,2,1
1737,10-Nov-10,Y,24,141,263,487,886,76,106,152,1,1,4,1,1,1,1,12,1,2,1
1275,11-Nov-10,N,27,64,462,534,545,170,190,169,0,1,1,1,2,4,2,16,1,2,2
1764,13-Nov-10,Y,10,120,219,460,546,169,100,180,1,2,4,1,1,3,1,23,2,1,1
1018,15-Nov-10,N,23,90,333,946,230,65,162,149,1,1,4,1,1,3,2,7,2,2,1
1983,15-Nov-10,N,29,94,161,113,76,148,67,69,0,2,3,1,2,1,1,13,2,3,2
1339,16-Nov-10,Y,23,54,174,402,360,90,174,193,1,2,4,1,1,4,2,12,2,3,1
1984,17-Nov-10,Y,23,100,332,943,146,135,178,195,1,1,4,1,1,2,2,20,2,3,1
1304,21-Nov-10,N,9,149,374,873,935,80,189,162,1,2,4,1,1,4,1,17,1,2,1
